finish_position,season,round,grid_position_zero_flag,compound_ordinal,circuito_albert_park,circuito_americas,circuito_bahrain,circuito_bahrain_outer,circuito_baku,circuito_catalunya,circuito_hockenheim,circuito_hungaroring,circuito_imola,circuito_interlagos,circuito_istanbul,circuito_jeddah,circuito_las_vegas,circuito_losail,circuito_marina_bay,circuito_miami,circuito_monaco,circuito_monza,circuito_mugello,circuito_nurburgring,circuito_portimao,circuito_red_bull_ring,circuito_ricard,circuito_rodriguez,circuito_shanghai,circuito_silverstone,circuito_sochi,circuito_spa,circuito_suzuka,circuito_villeneuve,circuito_yas_marina,circuito_zandvoort,constructor_alfa,constructor_alphatauri,constructor_alpine,constructor_aston_martin,constructor_ferrari,constructor_force_india,constructor_haas,constructor_mclaren,constructor_mercedes,constructor_racing_point,constructor_rb,constructor_red_bull,constructor_renault,constructor_sauber,constructor_toro_rosso,constructor_williams,wet_compound_flag,corrida_chuva_flag,outlier_flag,status_falha_mecanica_flag,outlier_legitimo_flag,outlier_revisao_flag,outlier_espurio_flag,fastf1_laps_count_zscore,fastf1_avg_lap_time_zscore,fastf1_best_lap_time_zscore,fastf1_avg_sector1_zscore,fastf1_avg_sector2_zscore,fastf1_avg_sector3_zscore,fastf1_max_tyre_life_zscore,fastf1_stints_count_zscore,fastf1_pit_in_count_zscore,fastf1_pit_out_count_zscore,grid_position_minmax,laps_minmax,grid_penalty,altitude_m,corners,track_complexity,weather_impact_factor,safety_car_flag,tire_compound_start,season_factor,avg_pit_stops_circuit,avg_pit_stops_circuit_cold_start_flag,outlier_reclassificado_pos_contexto_flag,outlier_reclassificado_nao_feature_flag,incident_rate_hist,incident_rate_hist_norm,race_order,driver_coef_rapm,constructor_coef_rapm,recent_form_5,recent_form_3,recent_form_cold_start_flag,driver_experience,driver_wins_total,constructor_wins_total,driver_dnf_rate,constructor_dnf_rate,driver_constructor_synergy
6,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.475174898043631,-1.3244149411246036,-1.119057780418414,-1.6174604094537712,-0.5324230214303567,-0.9936146267081508,-0.1427999166746605,0.1866843304979157,1.654277643751206,1.5849899966989258,0.4,0.813953488372093,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,-0.0514646823038659,-3.105224741036059,10.933333333333334,11.0,0,64,0.0,0.0,0.0632911392405063,0.0629629629629629,-13.137931034482758
7,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.475174898043631,-1.3239169961591426,-1.1501418934019176,-1.6109862983094594,-0.5349567180541215,-0.9938087400732324,-0.3388972995293086,0.1866843304979157,1.654277643751206,1.5849899966989258,0.35,0.813953488372093,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,1.2750960272240583,3.977855607599498,6.133333333333334,7.333333333333333,0,117,6.0,65.0,0.037593984962406,0.0777777777777777,-4.575757575757576
8,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.475174898043631,-1.3190714118462834,-1.124427396864701,-1.6318475628097922,-0.5237717033510819,-0.9789984668919184,-0.0447512252473365,0.1866843304979157,1.654277643751206,1.5849899966989258,0.55,0.813953488372093,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,-0.3639710428418067,-3.105224741036059,14.866666666666667,14.5,0,89,0.0,0.0,0.0619469026548672,0.0629629629629629,-12.97752808988764
9,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.475174898043631,-1.3183773584183998,-1.1064690129721202,-1.6358105558694729,-0.5309850685227935,-0.9653278890125148,0.0532974661799874,0.1866843304979157,1.654277643751206,1.5849899966989258,0.5,0.813953488372093,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,-0.5196823741127361,-0.9442687322249254,12.266666666666667,12.166666666666666,0,99,3.0,0.0,0.0416666666666666,0.0,-13.0
10,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.475174898043631,-1.3178683290615845,-1.1552131978234108,-1.6306071049930702,-0.5210913456453046,-0.9812970766407956,-0.4369459909566326,0.1866843304979157,1.654277643751206,1.5849899966989258,0.6,0.813953488372093,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,0.4430128694889195,-0.6311062753468045,10.333333333333334,9.166666666666666,0,113,1.0,1.0,0.0444444444444444,0.0723684210526315,-10.714285714285714
11,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.475174898043631,-1.3133578344258248,-1.1567047579473788,-1.5461459502409984,-0.5503561316656154,-1.0111194240265282,-0.7310920652386046,2.2487904581860505,5.034481467129505,4.883023592468167,0.25,0.813953488372093,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,1.5780203546076117,3.5837617504541948,3.2,3.333333333333333,0,111,6.0,16.0,0.0814814814814814,0.0518518518518518,-4.791666666666667
12,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.475174898043631,-1.3122758273005362,-1.1528267016250608,-1.6125050501407137,-0.5061336010394166,-1.0003201864187157,-0.5349946823839565,0.1866843304979157,1.654277643751206,1.5849899966989258,0.45,0.813953488372093,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,0.775942265654431,-0.6311062753468045,10.866666666666667,10.666666666666666,0,91,1.0,1.0,0.0350877192982456,0.0723684210526315,-9.34920634920635
13,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3838391061088773,-1.300014029971279,-1.1233534735754436,-1.621252255290044,-0.4911466687108021,-0.984335705842152,-0.5349946823839565,0.1866843304979157,1.654277643751206,1.5849899966989258,0.8,0.8023255813953488,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,-0.4905722177002991,0.2208704003408785,11.666666666666666,11.666666666666666,0,111,0.0,0.0,0.0746268656716417,0.0263157894736842,-10.515625
14,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3838391061088773,-1.297496521081693,-1.1129125527076644,-1.5893076916983586,-0.5183143457519868,-0.9754056399148682,-0.7310920652386046,0.1866843304979157,1.654277643751206,1.5849899966989258,0.65,0.8023255813953488,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,-0.9065182652199392,-0.9442687322249254,13.466666666666669,15.5,0,62,0.0,0.0,0.0526315789473684,0.0,-11.555555555555555
15,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3838391061088773,-1.2994674598516582,-1.110168082079562,-1.6059409256869035,-0.5025154071239705,-0.9834331473343302,-0.2408486081019845,0.1866843304979157,1.654277643751206,1.5849899966989258,0.75,0.8023255813953488,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,0.5227511402129938,-3.254711906188464,14.333333333333334,15.0,0,76,0.0,0.0,0.0439560439560439,0.0631970260223048,-12.121951219512194
16,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3838391061088773,-1.2921086542379574,-1.1050967776580694,-1.5849896166115949,-0.5067164885318755,-0.9809886368185448,-0.5349946823839565,0.1866843304979157,1.654277643751206,1.5849899966989258,0.85,0.8023255813953488,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,0.0540975538558728,-2.7552287638742787,14.866666666666667,14.5,0,116,7.0,0.0,0.0444444444444444,0.0806451612903225,-15.555555555555555
17,2024,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3838391061088773,-1.2700495339196265,-1.103843867153936,-1.5671811133267537,-0.4945184768249203,-0.9720605202616878,-0.5349946823839565,0.1866843304979157,1.654277643751206,3.2340067945835465,0.95,0.8023255813953488,0,678,10,0.2012238283750845,0.644027010142887,1,1,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,-1.0338694263569552,-2.7552287638742787,14.466666666666669,14.166666666666666,0,45,0.0,0.0,0.0555555555555555,0.0806451612903225,-14.555555555555555
18,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3838391061088773,-1.2676470469064811,-1.2694667033193967,-1.5426777333615231,-0.5006431303060408,-0.969649149043166,0.0532974661799874,1.2177373943419831,3.344379555440356,3.2340067945835465,0.7,0.8023255813953488,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,1.924936258639972,0.2208704003408785,10.933333333333334,9.833333333333334,0,79,0.0,0.0,0.0309278350515463,0.0263157894736842,-6.8
19,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.292503314174124,-1.239873744548478,-1.1076622610712947,-1.5289874681862106,-0.4807227789878716,-0.943280354294546,-0.4369459909566326,1.2177373943419831,3.344379555440356,3.2340067945835465,0.9,0.7906976744186046,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,-1.5988635465455867,-3.254711906188464,17.466666666666665,17.833333333333332,0,22,0.0,0.0,0.032258064516129,0.0631970260223048,-15.590909090909092
20,2024,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.835824354500356,-1.3446102492044398,-1.2502554089226825,-1.6366818726160972,-0.5699134185602047,-0.9758738543243664,-0.5349946823839565,0.1866843304979157,3.344379555440356,1.5849899966989258,0.05,0.7325581395348837,0,678,10,0.2012238283750845,0.644027010142887,1,2,2024,1.760539857888929,0,0,0,0.75,0.7499999992499999,136,1.9429137050893224,0.9373056246431768,2.333333333333333,2.333333333333333,0,103,1.0,2.0,0.0350877192982456,0.0703703703703703,-7.203883495145631
1,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.0720071266124569,0.0278326301034363,0.3190864552462141,0.1957979432869165,-0.4221183057462145,-0.6330433738112806,0.1866843304979157,1.654277643751206,1.5849899966989258,0.05,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,1.1126264397395658,4.582469467827749,4.266666666666667,3.6666666666666665,0,128,41.0,50.0,0.0148148148148148,0.025735294117647,-3.390625
2,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.0737126635454897,-0.0011632987065113,0.3185741979858394,0.1890009931458146,-0.4105457932289926,-0.7310920652386046,0.1866843304979157,1.654277643751206,1.5849899966989258,0.15,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,3.4690796341603334,3.9649640655444167,3.0,3.0,0,119,58.0,65.0,0.0514705882352941,0.0772058823529411,-2.3361344537815127
3,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.0807932612428968,0.017332046830698,0.3161520798414085,0.210894860312143,-0.4182870430987897,-0.6330433738112806,0.1866843304979157,1.654277643751206,1.5849899966989258,0.1,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,1.775356843064,0.9278982494803156,8.266666666666667,11.0,0,104,1.0,2.0,0.0347826086956521,0.0698529411764705,-7.326923076923077
4,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.0864768321009637,-0.0133344293180938,0.31214581352183,0.2121838180090678,-0.4038673251209815,-0.5349946823839565,0.1866843304979157,1.654277643751206,1.5849899966989258,0.2,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,0.786041647536765,0.9278982494803156,4.066666666666666,4.166666666666667,0,30,0.0,2.0,0.0,0.0698529411764705,-8.266666666666667
5,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.1270942232658596,-0.0404808235743202,0.3827840170102728,0.2349592401716871,-0.4020015526947354,-0.7310920652386046,1.2177373943419831,3.344379555440356,3.2340067945835465,0.3,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,1.2051773311662144,3.5640498175276023,4.2,4.0,0,116,3.0,16.0,0.0592592592592592,0.0514705882352941,-5.166666666666667
6,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.1368780678973976,0.0515782672770144,0.3345785360917682,0.2702030263418755,-0.3807380450015255,-0.7310920652386046,0.1866843304979157,1.654277643751206,1.5849899966989258,0.25,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,0.0810496124249319,-3.0020613010233377,9.333333333333334,8.5,0,65,0.0,0.0,0.0625,0.0625,-12.9
7,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.137864136008169,0.055217673979498,0.3337198389500997,0.2635879113044462,-0.3683887833448243,-0.7310920652386046,0.1866843304979157,1.654277643751206,1.5849899966989258,0.35,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,-0.430217376564865,0.0995567973454694,11.933333333333334,12.333333333333334,0,112,0.0,0.0,0.074074074074074,0.0259740259740259,-10.553846153846154
8,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.1460227727499378,0.044060804252213,0.3436392714486856,0.2714160276030882,-0.3700551201812059,-0.6330433738112806,0.1866843304979157,1.654277643751206,1.5849899966989258,0.45,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,1.8054516336881408,0.0995567973454694,13.133333333333333,14.0,0,80,0.0,0.0,0.0306122448979591,0.0259740259740259,-7.161290322580645
9,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.739794851283313,0.1516225219976402,0.0445381034918835,0.3608753957992159,0.2698255458734908,-0.3721754353997805,-0.6330433738112806,0.1866843304979157,1.654277643751206,1.5849899966989258,0.4,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,0.5231435574206351,-3.295475816342763,14.8,15.0,0,77,0.0,0.0,0.0434782608695652,0.062730627306273,-12.19047619047619
10,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.1643308094795415,0.0750255924257991,0.3485752995009695,0.2915928189803019,-0.3564908759178213,-0.6330433738112806,0.1866843304979157,1.654277643751206,1.5849899966989258,0.6,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,-0.9574772203649964,-0.91930656283764,14.266666666666667,15.666666666666666,0,63,0.0,0.0,0.0519480519480519,0.0,-11.8
11,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.739794851283313,0.1755733829691633,0.0596923543514028,0.3833466116892983,0.2903498954868382,-0.3609388144023319,-0.6330433738112806,0.1866843304979157,1.654277643751206,1.5849899966989258,0.55,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,-1.6970917987549945,-3.295475816342763,18.066666666666663,18.666666666666668,0,23,0.0,0.0,0.03125,0.062730627306273,-15.73913043478261
12,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739794851283313,0.1769622604852785,0.0669115053514108,0.3615327432662865,0.3020241694846961,-0.3554228458510391,-0.6330433738112806,0.1866843304979157,1.654277643751206,1.5849899966989258,0.8,0.5930232558139534,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,-0.3240021865098,-3.0020613010233377,12.466666666666669,11.666666666666666,0,90,0.0,0.0,0.0614035087719298,0.0625,-12.922222222222222
13,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6484590593485595,0.1967301902619951,0.1052147693349214,0.3702863019284574,0.322120762058427,-0.3399474982133515,-0.7310920652386046,0.1866843304979157,1.654277643751206,1.5849899966989258,0.7,0.5813953488372092,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,-0.4537365904355013,-0.91930656283764,11.066666666666666,10.833333333333334,0,100,3.0,0.0,0.0413223140495867,0.0,-12.555555555555555
14,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6484590593485595,0.2329769190437412,0.0463279756406457,0.4712953796873804,0.3288538510251209,-0.3513910670803664,-1.4174329052298726,1.2177373943419831,3.344379555440356,3.2340067945835465,0.5,0.5813953488372092,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,1.522617335922228,3.5640498175276023,5.8,7.333333333333333,0,112,6.0,16.0,0.0808823529411764,0.0514705882352941,-4.855670103092783
15,2024,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6484590593485595,0.2345770169739821,0.1375517928225583,0.4035694031395369,0.3535379325000858,-0.3222991979452121,-0.7310920652386046,0.1866843304979157,1.654277643751206,1.5849899966989258,0.75,0.5813953488372092,0,145,18,0.4372321685043502,0.8606285535557068,0,2,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,0.0039625594209053,-2.889428740723457,15.133333333333333,15.5,0,117,7.0,0.0,0.0441176470588235,0.078125,-15.6
16,2024,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5571232674138058,0.3153129018445647,0.1135675060291449,0.5583405082328725,0.3594257829438635,-0.2828071929537417,-1.4174329052298726,2.2487904581860505,5.034481467129505,4.883023592468167,0.85,0.5697674418604651,0,145,18,0.4372321685043502,0.8606285535557068,0,3,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,0.7265771340892911,-0.583410957082364,11.2,11.0,0,92,1.0,1.0,0.0347826086956521,0.0714285714285714,-9.390625
17,2024,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5571232674138058,0.324179272383146,0.0438818170373367,0.5692627007855655,0.3657764775166093,-0.2990809271546046,-1.4174329052298726,2.2487904581860505,5.034481467129505,6.532040390352788,0.95,0.5697674418604651,1,145,18,0.4372321685043502,0.8606285535557068,0,1,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,1.269302437234702,3.9649640655444167,6.8,7.5,0,118,6.0,65.0,0.0373134328358208,0.0772058823529411,-4.611940298507463
18,2024,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5571232674138058,0.3683367761264999,0.1218605803184095,0.6379178033522543,0.4049219386353887,-0.2847066594980654,-1.9076763623664923,2.2487904581860505,5.034481467129505,4.883023592468167,0.65,0.5697674418604651,0,145,18,0.4372321685043502,0.8606285535557068,0,3,2024,1.850656051894442,0,0,0,0.8571428571428571,0.8571428562857142,137,-1.0864517221899228,-2.889428740723457,15.266666666666667,15.333333333333334,0,46,0.0,0.0,0.0545454545454545,0.078125,-14.8
1,2024,13,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3838391061088773,-0.6004068713342239,-0.432880460987951,0.2403436698747908,-0.8025003190861837,-0.7297615736348151,-0.3388972995293086,0.1866843304979157,1.654277643751206,1.5849899966989258,0.05,0.8023255813953488,0,264,14,0.2266355098044351,0.1829361100995245,0,2,2024,2.056719853933476,0,0,0,0.5,0.4999999994999999,138,0.8768451744729828,0.9701008884693254,4.066666666666666,3.8333333333333335,0,31,0.0,2.0,0.0,0.0693430656934306,-8.129032258064516
2,2024,13,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3838391061088773,-0.5985552785713919,-0.4331191106077854,0.2539982418293341,-0.8108169898098493,-0.7309896770039898,-0.4369459909566326,0.1866843304979157,1.654277643751206,1.5849899966989258,0.0,0.8023255813953488,0,264,14,0.2266355098044351,0.1829361100995245,0,2,2024,2.056719853933476,0,0,0,0.5,0.4999999994999999,138,1.807179852177181,0.9701008884693254,7.266666666666667,8.5,0,105,1.0,2.0,0.0344827586206896,0.0693430656934306,-7.285714285714286
3,2024,13,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3838391061088773,-0.5875382583912371,-0.4068079900209811,0.2515120110647297,-0.7894525159833284,-0.7285256727839315,-0.3388972995293086,0.1866843304979157,1.654277643751206,1.5849899966989258,0.2,0.8023255813953488,0,264,14,0.2266355098044351,0.1829361100995245,0,2,2024,2.056719853933476,0,0,0,0.5,0.4999999994999999,138,1.1366797080841704,4.613299553188795,3.0,2.333333333333333,0,129,42.0,51.0,0.0147058823529411,0.0255474452554744,-3.372093023255814
